,contrast,B_shadow,B_dark,B_light,B_highlight,G_shadow,G_dark,G_light,G_highlight,R_shadow,R_dark,R_light,R_highlight,B_average,G_average,R_average,sharpness,red_average,orange_average,yellow_average,green_average,cyan_average,blue_average,purple_average,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20,pc21,pc22,pc23,pc24,pc25,pc26,pc27,pc28,pc29,pc30,images_names
0,0.012255647708596846,0.00718513336101978,0.018429501766376477,0.011085523021859991,0.01609118901495791,0.0075786768510861195,0.01900857146299734,0.012866338221588437,0.01212236497890475,0.009700829271021776,0.018498691719106536,0.013076809691586366,0.009047520964334171,0.012808461395498405,0.012031559898544635,0.011049535326931823,0.019821779693075574,0.007838267082621387,0.013437069545763496,0.010327919667743504,0.0011417156075026057,0.014419998845694079,0.015287362164461143,0.016582762737685126,-0.0318371332,-0.044468462599999994,0.05321604392,0.10470854040000002,-0.062233704599999995,-0.0408634078,-0.17217328399999998,-0.05459285030000001,0.0818396406,0.02388590354,0.111813542,-0.0723181956,0.11805917340000001,0.03627475919999999,-0.04332267906,0.0364171384,-0.029820595999999998,0.0650193474,-0.0086070592,0.033617062600000004,-0.048325213,0.10992512620000001,-0.0034662040000000005,-0.0090344557,0.0128202017,0.0452018484,-0.005538557799999999,-0.0022952132399999977,-0.0187350096,0.03465889781999999,"20190422-DSC04799.jpg,IMG_2289.jpg,IMG_2300.jpg,IMG_2302.jpg,IMG_4099.jpg"
1,0.011183067167761985,0.003507226346225514,0.011074742912871695,0.01942173258084376,0.015857875023996548,0.004291356733091844,0.009221284461100862,0.01849526697204248,0.01752979275624941,0.005398067345247878,0.007001932224448673,0.01456619844585474,0.02249933492783578,0.014914319758122019,0.014968570541957155,0.01529574067477945,0.0064305294963532865,0.0006102466836745515,0.02149680133650911,0.017267480378139893,0.00041790314846269295,0.018620492866600804,0.02270211884751237,0.0062815997550006416,-0.10944014,-0.02955780333333333,0.04811694,-0.11339817333333334,0.03598127776666667,0.004683424500000001,-0.014482887666666668,-0.007413916666666666,0.12288027333333333,-0.0111407585,-0.05292479733333333,-0.001994051466666667,0.18437828666666667,0.11273771366666667,0.11715981066666666,-0.12901197666666667,0.01957280933333333,0.14358298,-0.15330706333333333,-0.0888048,0.05718363166666666,-0.11302416233333334,-0.016532391333333337,0.007356533666666667,0.04787702199999999,0.1497962466666667,-0.03810016833333333,0.06404564433333333,0.21827317,-0.18571172466666666,"20190824-DSC06269.jpg,20191231-DSC06485.jpg,20191231-DSC06489.jpg"
2,0.00913967402090354,0.020869469203496655,0.008389374649547362,0.0036149799815751046,0.00370407140032704,0.020314240821124374,0.007868920871173534,0.003906692959050789,0.005033865239474755,0.018818356414708335,0.008106366591519091,0.004057914710381494,0.006685192451522243,0.005667981769697965,0.006324289038566128,0.007348114128266578,0.003111011035906527,0.02589064477880209,0.009099503035411663,0.007112729212670832,0.0029364654555942794,0.00010377739595796458,0.00541410062428875,0.003441141677679025,-0.16672797952380952,-0.02894300802380952,-0.044604799400000006,-0.03487978669285715,-0.006462629039523809,0.03723236766190477,0.04514916744761905,0.0040231912961904755,0.009660073257142856,0.0407437487,-0.0021600303999999996,-0.033359699219047606,0.0074048517,-0.0057914196047619045,0.01167519542047619,0.005285107109523811,0.05569037930000001,0.021069454488571428,-0.017338803561904766,-0.0451006260952381,0.0040251780047619035,4.079968571428736e-05,0.03231915810952382,0.0009276927101904763,-0.03889999420476191,-0.03626334754285714,0.015128485261904764,-0.0031191593895238097,0.009061839504761905,0.005554065880952382,"20180618-DSC02840.jpg,20180622-DSC03296.jpg,20180831-GOPR0775.jpg,20180901-GOPR0854.jpg,20180902-20180902-DSC03657.jpg,20180902-DSC03484.jpg,20180902-DSC03506.jpg,20180902-DSC03512.jpg,20180902-DSC03681.jpg,20180902-IMG_4613.jpg,20180902-IMG_4614.jpg,20180903-DSC03714.jpg,20180903-DSC03729.jpg,20180903-DSC03733.jpg,20190112-DSC04345.jpg,20190112-DSC04359.jpg,20190112-DSC04374.jpg,20190804-DSC06092.jpg,DSC08673-2-1.jpg,Digital_Monster.jpg,Fire1.jpg"
3,0.013946296120860513,0.018262167974543952,0.012032930493376875,0.003883670094132016,0.006375069025673113,0.018451545489836498,0.011330216601435718,0.0037339450865254854,0.006977160728143001,0.017737741413013437,0.011339018803160537,0.00416157951391538,0.0070983603883882215,0.007203777583328742,0.007324390635445167,0.007625486207695603,0.004614091662116162,0.025381456186957134,0.0127236588547908,0.010056140978531653,0.00020129916824188426,2.3075460005031837e-05,2.928887694077884e-05,0.0034045305435412235,0.077046338,-0.06884572,-0.11101881,0.210380275,0.004130769499999999,-0.1238545,0.10809683250000002,0.13316103,-0.087045487,0.01205737,0.0019354847,-0.06961563800000001,0.034323045499999996,0.054315049,-0.0629043225,0.1098010205,-0.0807821585,-0.044553747500000004,0.038734002000000003,-0.10965180499999999,0.19364661,0.1456000585,-0.07089111648,0.33230105,0.23432481,-0.12773415500000002,0.0349160945,-0.071323535,0.021921199000000002,0.040024997500000006,"20190713-DSC05725.jpg,20190713-DSC05727.jpg"
4,0.008692446333735804,0.0063280637851986545,0.013953446618919195,0.016574703124582067,0.00977987848103789,0.006881900735863379,0.01578568023589671,0.014372446220970416,0.009436827272630587,0.007337129140399571,0.01608546627409474,0.014617269660071958,0.008652852643226594,0.012455710018651587,0.011956244037047191,0.011707021692143264,0.007124410740337559,0.006103863616431691,0.006659778222034999,0.0048918958736173974,0.008728669186041225,0.011782171778804786,0.012004991426667262,0.02426342126129275,-0.13071992738888888,-0.023559834127777776,-0.004310898172222224,0.0036729088277777776,0.0030698153927777782,0.010392297149999999,-0.049020135288888884,-0.024139519772222222,0.03339928671666667,0.028356329411111117,-0.0038420536,0.014862504055555555,0.0742667322611111,0.011948239188888888,-0.0022402228650000005,-0.013232059088888892,0.005353461533333333,0.007175315788888888,0.0031377716583333324,-0.0003291353777777783,-0.009790478238888888,-0.020873668161111116,0.008864791227777776,-0.010775533703888892,0.04105417036666667,-0.009477588388888888,-0.010464923991666666,0.0028053374855555543,-0.010449612127777778,-0.016629362405555556,"20170716-DSC08368.jpg,20190425-DSC05686.jpg,20190804-DSC06089.jpg,20190804-DSC06090.jpg,20190824-DSC06287.jpg,20190824-DSC06300.jpg,20190824-DSC06318.jpg,20190824-DSC06325.jpg,20190824-DSC06345.jpg,China.jpg,DSC08611.jpg,DSC08735.jpg,IMG_2049.jpg,IMG_2299.jpg,IMG_2331.jpg,IMG_4096.jpg,IMG_4358.jpg,IMG_4375.jpg"
5,0.01062759949408653,0.0026976252841182553,0.0030486796658365516,0.01228119105336477,0.024050888829547392,0.0027521925017402245,0.0028647751109895287,0.012256142790120952,0.02484419486811729,0.002698965908056663,0.002866320587325309,0.013477591790557752,0.022775040701929664,0.017043605963454122,0.017050195555971568,0.016911546381234425,0.008242039223409844,0.003790186316953029,0.0033449730126683154,0.03286532045845716,1.3110992450138847e-06,7.604776311127121e-05,1.308775114651972e-07,0.016800997399188188,-0.05948286555555555,-0.03552742345555556,-0.039141057166666667,0.02718101448888889,0.045107668222222216,-0.0682912450888889,0.05658037322222223,0.03208208096666667,-0.08135798799999999,0.060207954111111114,-0.020131585766666668,0.03462615095555556,-0.15310042722222222,-0.0022859695888888896,0.030592267144444445,-0.025342226699999998,-0.08438551366666666,0.022882146944444445,-0.09702521355555556,0.07477315833333333,-0.050406242999999996,0.0495756387,-0.12340632933333334,0.025328581222222226,0.036603199,0.01898845531111111,-0.06408464888888889,-0.007765832555555556,0.021919464966666666,0.0009119775555555565,"Allen.jpg,Aria.jpg,Ellie.jpg,Fiona.jpg,Hao.jpg,JJ.jpg,Rocky.jpg,Xinyu.jpg,Zach.jpg"
6,0.010328625508276254,0.010337223692033867,0.017152170293457756,0.007741392451473749,0.002873839176974996,0.010171530926658765,0.01688765730271282,0.007513186619082306,0.00308530222943918,0.007016641459796544,0.017620251450337125,0.011556891948048237,0.003281007206949471,0.008734621371946243,0.00882686801577471,0.010118033675078233,0.005793153279654335,0.011940055326344817,0.016594578731784063,0.0019731051399841147,0.005201883613447415,0.004476639240976176,0.00562711132482402,0.0083313258152743,0.28814077,0.0619736723,-0.12410662,0.30903444999999996,-0.135296416,-0.18425732500000003,-0.115329865,0.034049642500000005,-0.1023713835,0.10703288999999999,-0.0399040215,-0.120520925,-0.1182764875,-0.08002912000000001,-0.17696724,-0.022973962,0.09894466500000001,-0.091252215,-0.004629599999999999,-0.082727735,-0.064332645,-0.033223763,-0.15179154,0.0337661385,-0.10089902749999999,-0.06877923,-0.132986,0.035464103,0.1797509,0.037993126,"20180628-DSC03306.jpg,20180628-DSC03338.jpg"
7,0.01083186346893736,0.007314672398201501,0.011880860747605205,0.01562374000773902,0.014566587907618965,0.007048650781130659,0.01282211546953252,0.017394614502698632,0.011704637117113142,0.011009058705397206,0.014961801662712729,0.009926111004025693,0.012086094543440519,0.0124262956431436,0.012121647153550753,0.010237992679306605,0.0074443807632776195,0.009149560984977068,0.016966008246723785,0.01382404476918028,0.0027267489189321445,0.04411376013483884,0.00828157152923637,0.0007003332457366566,-0.09233220766666667,-0.031484294,0.019209559433333332,-0.07141292633333335,0.081415728,0.022879736,-0.005615660833333337,0.07047048166666665,0.04389078,0.019788237219999998,0.037067386,0.003698895333333335,-0.027348406000000002,0.013024090666666667,-0.045018301149999995,0.039853359666666664,0.09607227666666666,0.0065537705,0.030452163766666665,-0.098737387,0.04481682666666666,-0.02341966666666667,-0.018326054666666668,-0.17066607,0.05088278603333333,0.052004321666666666,0.04139759366666667,-0.08242509766666667,0.0026469003333333316,-0.05678222,"20181225-DSC04201.jpg,20181225-DSC04214.jpg,mountain_sea.jpg"
8,0.011894823061292581,0.02012059173653065,0.009952631015102843,0.00544319781095457,0.004047041493285901,0.020678832984164303,0.01021508613220613,0.004746456630378913,0.003822582918764343,0.021349840673498325,0.01089661372623356,0.003452052287355543,0.003314329269257662,0.007247517914495501,0.007019147511777081,0.0064990622886462405,0.009307783173246544,0.02345987259552284,0.006539241662085582,0.004433992679844893,0.017558416335164632,0.006536616997938076,0.011622972555076454,0.005759411408216749,0.068535773,0.0392218525,0.040316591,0.015403007500000003,-0.07591577699999999,-0.079407375,-0.14366155,-0.0722945879,0.006242845150000001,-0.066260411,0.12697014499999998,-0.268489345,-0.12101945,-0.151698415,-0.10644355999999999,0.045197325,-0.10948398000000001,0.057493502,0.0250994325,0.088304304,-0.026653608500000002,0.02572087885,0.0623325735,-0.13319273,-0.071597468,-0.05258446,-0.12341969,0.06330013599999999,0.049298916,0.070080636,"20190423-DSC05082.jpg,20190423-DSC05096.jpg"
9,0.013340593751111532,0.007184513575387616,0.016158227233349493,0.011814109226380959,0.019483923366550613,0.007302736670842206,0.015231679435294262,0.01178595915212783,0.020137737083129763,0.007244760226811647,0.01504594128649004,0.012967304503580041,0.018441932951016968,0.013349036513571621,0.013362458670037903,0.013231242871782367,0.020256170238440105,0.01005755558369184,0.016708682588166313,0.02737886585541073,0.0,0.0,0.0,0.01435047018884297,-0.0645354045,0.063933501,0.0658400415,-0.1115278425,0.0853688875,0.06921975799999999,-0.0161385265,0.0483958285,-0.07314572849999999,-0.21824116999999998,-0.0173529215,-0.03552869,-0.0455848151,0.0272162955,0.0342094414,-0.16187906000000002,0.028598549579999997,-0.04916904675,-0.053239538999999995,-0.065967935,-0.005805626500000001,0.08978636549999999,0.125922455,-0.06057921200000001,-0.07523017500000001,0.0486845821,0.103951758,0.136325475,-0.064149339,0.05637259,"20180831-GOPR0559.jpg,20180831-GOPR0669.jpg"
